DEPARTAMENTO;MUNICIPIO;GENERO;EDAD;PLATAFORMA_EDUCATIVA
ANTIOQUIA;MEDELLIN;FEMENINO;27;PLATZI
ANTIOQUIA;MEDELLIN;FEMENINO;27;PLATZI
ANTIOQUIA;MEDELLIN;FEMENINO;27;PLATZI
ANTIOQUIA;MEDELLIN;FEMENINO;27;PLATZI
HUILA;NEIVA;MASCULINO;27;COURSERA
MAGDALENA;SANTA MARTA;MASCULINO;39;MICROSOFT AZURE
ATLANTICO;CANDELARIA;MASCULINO;27;DATACAMP
CALDAS;MANIZALES;MASCULINO;30;UDACITY
CALDAS;MANIZALES;MASCULINO;30;UDACITY
VALLE DEL CAUCA;CALI;MASCULINO;17;PLATZI
ANTIOQUIA;CALDAS;MASCULINO;24;PLATZI
ANTIOQUIA;MEDELLIN;MASCULINO;27;PLATZI
ANTIOQUIA;MEDELLIN;MASCULINO;27;PLATZI
ANTIOQUIA;MEDELLIN;MASCULINO;27;PLATZI
ANTIOQUIA;MEDELLIN;MASCULINO;27;PLATZI
ANTIOQUIA;MEDELLIN;MASCULINO;27;PLATZI
ANTIOQUIA;MEDELLIN;MASCULINO;27;PLATZI
ANTIOQUIA;MEDELLIN;MASCULINO;27;PLATZI
ANTIOQUIA;MEDELLIN;MASCULINO;27;PLATZI
ANTIOQUIA;MEDELLIN;MASCULINO;27;PLATZI
ANTIOQUIA;MEDELLIN;MASCULINO;27;PLATZI
ANTIOQUIA;ARMENIA;FEMENINO;48;DATACAMP
CUNDINAMARCA;MADRID;FEMENINO;29;EDX
CALDAS;CHINCHINA;FEMENINO;36;PLATZI
BOGOTA;BOGOTA, D.C.;MASCULINO;29;EDX
BOGOTA;BOGOTA, D.C.;MASCULINO;29;EDX
BOGOTA;BOGOTA, D.C.;MASCULINO;29;EDX
BOGOTA;BOGOTA, D.C.;MASCULINO;29;EDX
BOGOTA;BOGOTA, D.C.;MASCULINO;29;EDX
BOGOTA;BOGOTA, D.C.;MASCULINO;29;EDX
BOGOTA;BOGOTA, D.C.;MASCULINO;49;EDX
BOGOTA;BOGOTA, D.C.;MASCULINO;49;EDX
BOGOTA;BOGOTA, D.C.;MASCULINO;49;EDX
ANTIOQUIA;MARINILLA;MASCULINO;21;COURSERA
SANTANDER;BUCARAMANGA;MASCULINO;23;EDX
SANTANDER;BUCARAMANGA;MASCULINO;23;EDX
RISARALDA;DOSQUEBRADAS;MASCULINO;24;UDACITY
RISARALDA;SANTA ROSA DE CABAL;MASCULINO;32;DATACAMP
VALLE DEL CAUCA;PALMIRA;FEMENINO;23;COURSERA
NARIÑO;PASTO;MASCULINO;31;MICROSOFT AZURE
ANTIOQUIA;BELLO;MASCULINO;27;UDACITY
BOLIVAR;CARTAGENA;MASCULINO;44;COURSERA
ANTIOQUIA;GUARNE;MASCULINO;24;PLATZI
BOYACA;DUITAMA;FEMENINO;22;DATACAMP
BOYACA;DUITAMA;MASCULINO;37;DATACAMP
ANTIOQUIA;ENVIGADO;MASCULINO;43;MICROSOFT AZURE
VALLE DEL CAUCA;CALI;MASCULINO;39;MICROSOFT AZURE
VALLE DEL CAUCA;CALI;MASCULINO;39;MICROSOFT AZURE
VALLE DEL CAUCA;CALI;FEMENINO;28;DATACAMP
ATLANTICO;BARRANQUILLA;MASCULINO;29;MICROSOFT AZURE
VALLE DEL CAUCA;CALI;FEMENINO;25;COURSERA
ANTIOQUIA;ITAGUI;MASCULINO;34;PLATZI
HUILA;NEIVA;FEMENINO;23;DATACAMP
NORTE DE SANTANDER;CUCUTA;MASCULINO;23;EDX
VALLE DEL CAUCA;GUADALAJARA DE BUGA;MASCULINO;29;PLATZI
CAUCA;POPAYAN;FEMENINO;43;PLATZI
BOGOTA;BOGOTA, D.C.;FEMENINO;45;MICROSOFT AZURE
BOGOTA;BOGOTA, D.C.;FEMENINO;45;MICROSOFT AZURE
CAUCA;POPAYAN;FEMENINO;21;PLATZI
BOGOTA;BOGOTA, D.C.;FEMENINO;25;EDX
BOGOTA;BOGOTA, D.C.;FEMENINO;32;COURSERA
BOGOTA;BOGOTA, D.C.;FEMENINO;32;COURSERA
BOGOTA;BOGOTA, D.C.;FEMENINO;32;COURSERA
ANTIOQUIA;ARMENIA;MASCULINO;29;PLATZI
ANTIOQUIA;ARMENIA;MASCULINO;29;PLATZI
ANTIOQUIA;BELLO;MASCULINO;31;PLATZI
ANTIOQUIA;BELLO;MASCULINO;31;PLATZI
ANTIOQUIA;BELLO;MASCULINO;31;PLATZI
VALLE DEL CAUCA;CALI;FEMENINO;37;EDX
TOLIMA;IBAGUE;MASCULINO;24;DATACAMP
VALLE DEL CAUCA;TULUA;MASCULINO;31;DATACAMP
TOLIMA;IBAGUE;MASCULINO;27;COURSERA
TOLIMA;IBAGUE;MASCULINO;27;COURSERA
MAGDALENA;SANTA MARTA;MASCULINO;23;MICROSOFT AZURE
BOGOTA;BOGOTA, D.C.;MASCULINO;18;UDACITY
CUNDINAMARCA;FUNZA;MASCULINO;36;PLATZI
CALDAS;MANIZALES;FEMENINO;37;MICROSOFT AZURE
CALDAS;MANIZALES;MASCULINO;20;COURSERA
VALLE DEL CAUCA;CALI;MASCULINO;31;PLATZI
VALLE DEL CAUCA;CALI;MASCULINO;31;PLATZI
VALLE DEL CAUCA;CALI;MASCULINO;31;PLATZI
VALLE DEL CAUCA;CALI;MASCULINO;31;PLATZI
VALLE DEL CAUCA;CALI;MASCULINO;31;PLATZI
VALLE DEL CAUCA;CALI;MASCULINO;31;PLATZI
VALLE DEL CAUCA;CALI;MASCULINO;31;PLATZI
ANTIOQUIA;MEDELLIN;MASCULINO;37;EDX
CUNDINAMARCA;COTA;MASCULINO;51;MICROSOFT AZURE
ANTIOQUIA;MEDELLIN;MASCULINO;39;COURSERA
ANTIOQUIA;MEDELLIN;MASCULINO;39;COURSERA
ANTIOQUIA;MEDELLIN;MASCULINO;39;COURSERA
CUNDINAMARCA;SOACHA;MASCULINO;43;PLATZI
VALLE DEL CAUCA;CALI;MASCULINO;37;MICROSOFT AZURE
VALLE DEL CAUCA;CALI;MASCULINO;37;MICROSOFT AZURE
VALLE DEL CAUCA;CALI;MASCULINO;37;MICROSOFT AZURE
VALLE DEL CAUCA;CALI;MASCULINO;37;MICROSOFT AZURE
ANTIOQUIA;MEDELLIN;MASCULINO;43;PLATZI
ANTIOQUIA;MEDELLIN;MASCULINO;43;PLATZI
ANTIOQUIA;MEDELLIN;MASCULINO;43;PLATZI
ANTIOQUIA;MEDELLIN;MASCULINO;43;PLATZI
ANTIOQUIA;CALDAS;MASCULINO;47;DATACAMP
ANTIOQUIA;ITAGUI;MASCULINO;47;UDACITY
BOGOTA;BOGOTA, D.C.;MASCULINO;45;DATACAMP
BOGOTA;BOGOTA, D.C.;MASCULINO;45;DATACAMP
BOGOTA;BOGOTA, D.C.;MASCULINO;45;DATACAMP
BOGOTA;BOGOTA, D.C.;MASCULINO;45;DATACAMP
BOGOTA;BOGOTA, D.C.;MASCULINO;45;DATACAMP
BOGOTA;BOGOTA, D.C.;MASCULINO;45;DATACAMP
BOGOTA;BOGOTA, D.C.;MASCULINO;41;DATACAMP
BOGOTA;BOGOTA, D.C.;MASCULINO;41;DATACAMP
BOGOTA;BOGOTA, D.C.;MASCULINO;41;DATACAMP
BOGOTA;BOGOTA, D.C.;MASCULINO;41;DATACAMP
BOGOTA;BOGOTA, D.C.;MASCULINO;41;DATACAMP
BOGOTA;BOGOTA, D.C.;MASCULINO;41;DATACAMP
BOGOTA;BOGOTA, D.C.;MASCULINO;41;DATACAMP
BOGOTA;BOGOTA, D.C.;MASCULINO;41;DATACAMP
BOGOTA;BOGOTA, D.C.;MASCULINO;41;DATACAMP
BOGOTA;BOGOTA, D.C.;MASCULINO;41;DATACAMP
CUNDINAMARCA;CAJICA;MASCULINO;37;MICROSOFT AZURE
ANTIOQUIA;SABANETA;MASCULINO;31;EDX
ANTIOQUIA;SABANETA;MASCULINO;31;EDX
ATLANTICO;BARRANQUILLA;MASCULINO;36;MICROSOFT AZURE
CUNDINAMARCA;FUNZA;FEMENINO;23;MICROSOFT AZURE
ANTIOQUIA;LA ESTRELLA;MASCULINO;33;MICROSOFT AZURE
ANTIOQUIA;LA ESTRELLA;MASCULINO;33;MICROSOFT AZURE
ANTIOQUIA;MEDELLIN;FEMENINO;37;COURSERA
SANTANDER;VELEZ;MASCULINO;20;DATACAMP
HUILA;NEIVA;MASCULINO;33;DATACAMP
BOGOTA;BOGOTA, D.C.;MASCULINO;44;MICROSOFT AZURE
BOGOTA;BOGOTA, D.C.;MASCULINO;44;MICROSOFT AZURE
BOGOTA;BOGOTA, D.C.;MASCULINO;44;MICROSOFT AZURE
BOGOTA;BOGOTA, D.C.;MASCULINO;44;MICROSOFT AZURE
BOGOTA;BOGOTA, D.C.;MASCULINO;44;MICROSOFT AZURE
BOGOTA;BOGOTA, D.C.;MASCULINO;42;COURSERA
BOGOTA;BOGOTA, D.C.;MASCULINO;42;COURSERA
BOGOTA;BOGOTA, D.C.;MASCULINO;42;COURSERA
BOGOTA;BOGOTA, D.C.;MASCULINO;42;COURSERA
BOGOTA;BOGOTA, D.C.;MASCULINO;42;COURSERA
BOGOTA;BOGOTA, D.C.;MASCULINO;42;COURSERA
BOGOTA;BOGOTA, D.C.;MASCULINO;42;COURSERA
BOGOTA;BOGOTA, D.C.;MASCULINO;42;COURSERA
SANTANDER;FLORIDABLANCA;MASCULINO;33;PLATZI
ANTIOQUIA;RIONEGRO;MASCULINO;29;PLATZI
ANTIOQUIA;RIONEGRO;MASCULINO;29;PLATZI
ANTIOQUIA;MEDELLIN;MASCULINO;20;UDACITY
ANTIOQUIA;MEDELLIN;MASCULINO;20;UDACITY
TOLIMA;HONDA;MASCULINO;33;DATACAMP
BOYACA;BOYACA;MASCULINO;30;DATACAMP
BOGOTA;BOGOTA, D.C.;MASCULINO;43;MICROSOFT AZURE
BOGOTA;BOGOTA, D.C.;MASCULINO;43;MICROSOFT AZURE
BOGOTA;BOGOTA, D.C.;MASCULINO;43;MICROSOFT AZURE
BOGOTA;BOGOTA, D.C.;MASCULINO;43;MICROSOFT AZURE
BOGOTA;BOGOTA, D.C.;MASCULINO;43;MICROSOFT AZURE
CASANARE;YOPAL;MASCULINO;25;PLATZI
BOGOTA;BOGOTA, D.C.;FEMENINO;27;UDACITY
CUNDINAMARCA;FUNZA;MASCULINO;44;MICROSOFT AZURE
CUNDINAMARCA;TABIO;MASCULINO;23;COURSERA
RISARALDA;DOSQUEBRADAS;MASCULINO;24;EDX
CORDOBA;TIERRALTA;MASCULINO;25;COURSERA
SANTANDER;BUCARAMANGA;MASCULINO;29;MICROSOFT AZURE
BOLIVAR;CARTAGENA;MASCULINO;19;DATACAMP
ANTIOQUIA;MEDELLIN;FEMENINO;40;EDX
CORDOBA;MONTELIBANO;MASCULINO;48;PLATZI
ANTIOQUIA;RIONEGRO;FEMENINO;30;COURSERA
CUNDINAMARCA;FUNZA;MASCULINO;47;COURSERA
SANTANDER;BUCARAMANGA;MASCULINO;24;UDACITY
ATLANTICO;BARRANQUILLA;MASCULINO;48;EDX
HUILA;NEIVA;MASCULINO;33;PLATZI
HUILA;NEIVA;MASCULINO;33;PLATZI
CUNDINAMARCA;MADRID;MASCULINO;41;DATACAMP
ANTIOQUIA;ITAGUI;MASCULINO;36;UDACITY
BOLIVAR;CARTAGENA;MASCULINO;40;COURSERA
NARIÑO;PASTO;MASCULINO;39;PLATZI
NARIÑO;PASTO;MASCULINO;39;PLATZI
BOGOTA;BOGOTA, D.C.;FEMENINO;40;MICROSOFT AZURE
BOGOTA;BOGOTA, D.C.;FEMENINO;30;COURSERA
BOGOTA;BOGOTA, D.C.;FEMENINO;30;COURSERA
QUINDIO;CIRCASIA;MASCULINO;34;EDX
CAQUETA;FLORENCIA;MASCULINO;39;MICROSOFT AZURE
NORTE DE SANTANDER;CUCUTA;MASCULINO;38;PLATZI
CUNDINAMARCA;COTA;MASCULINO;36;MICROSOFT AZURE
NARIÑO;PASTO;MASCULINO;21;DATACAMP
VALLE DEL CAUCA;PALMIRA;MASCULINO;31;PLATZI
VALLE DEL CAUCA;PALMIRA;MASCULINO;31;PLATZI
BOLIVAR;CARTAGENA;MASCULINO;47;MICROSOFT AZURE
BOGOTA;BOGOTA, D.C.;FEMENINO;34;MICROSOFT AZURE
TOLIMA;IBAGUE;FEMENINO;24;DATACAMP
BOGOTA;BOGOTA, D.C.;MASCULINO;34;MICROSOFT AZURE
BOGOTA;BOGOTA, D.C.;MASCULINO;34;MICROSOFT AZURE
BOGOTA;BOGOTA, D.C.;MASCULINO;34;MICROSOFT AZURE
BOGOTA;BOGOTA, D.C.;MASCULINO;34;MICROSOFT AZURE
BOGOTA;BOGOTA, D.C.;MASCULINO;34;MICROSOFT AZURE
BOGOTA;BOGOTA, D.C.;MASCULINO;34;MICROSOFT AZURE
BOGOTA;BOGOTA, D.C.;MASCULINO;34;MICROSOFT AZURE
BOGOTA;BOGOTA, D.C.;MASCULINO;34;MICROSOFT AZURE
BOGOTA;BOGOTA, D.C.;MASCULINO;34;MICROSOFT AZURE
SANTANDER;BARRANCABERMEJA;MASCULINO;24;DATACAMP
CORDOBA;MONTERIA;MASCULINO;40;PLATZI
SANTANDER;BUCARAMANGA;MASCULINO;56;COURSERA
CAUCA;POPAYAN;MASCULINO;35;PLATZI
ANTIOQUIA;MEDELLIN;MASCULINO;34;MICROSOFT AZURE
BOGOTA;BOGOTA, D.C.;MASCULINO;46;UDACITY
NORTE DE SANTANDER;CUCUTA;MASCULINO;37;MICROSOFT AZURE
HUILA;NEIVA;MASCULINO;22;COURSERA
NARIÑO;PASTO;MASCULINO;22;MICROSOFT AZURE
HUILA;GARZON;MASCULINO;17;PLATZI
HUILA;NEIVA;MASCULINO;41;PLATZI
VALLE DEL CAUCA;CARTAGO;FEMENINO;27;PLATZI
VALLE DEL CAUCA;CALI;MASCULINO;39;UDACITY
VALLE DEL CAUCA;CALI;MASCULINO;24;COURSERA
CAUCA;POPAYAN;MASCULINO;39;COURSERA
CUNDINAMARCA;SOACHA;MASCULINO;21;PLATZI
CUNDINAMARCA;SOACHA;MASCULINO;21;PLATZI
VALLE DEL CAUCA;CALI;MASCULINO;42;UDACITY
ANTIOQUIA;MEDELLIN;MASCULINO;37;DATACAMP
BOLIVAR;CARTAGENA;MASCULINO;36;MICROSOFT AZURE
ATLANTICO;BARRANQUILLA;FEMENINO;26;EDX
VALLE DEL CAUCA;CALI;MASCULINO;41;COURSERA
VALLE DEL CAUCA;CALI;FEMENINO;52;COURSERA
ANTIOQUIA;MEDELLIN;FEMENINO;27;COURSERA
ANTIOQUIA;MEDELLIN;FEMENINO;27;COURSERA
ANTIOQUIA;MEDELLIN;FEMENINO;27;COURSERA
CUNDINAMARCA;FACATATIVA;MASCULINO;32;COURSERA
ATLANTICO;BARRANQUILLA;FEMENINO;28;EDX
ATLANTICO;BARRANQUILLA;FEMENINO;28;EDX
BOGOTA;BOGOTA, D.C.;FEMENINO;35;EDX
ANTIOQUIA;MEDELLIN;MASCULINO;28;UDACITY
ANTIOQUIA;MEDELLIN;MASCULINO;28;UDACITY
ANTIOQUIA;MEDELLIN;MASCULINO;28;UDACITY
ANTIOQUIA;MEDELLIN;MASCULINO;28;UDACITY
ANTIOQUIA;MEDELLIN;MASCULINO;28;UDACITY
ANTIOQUIA;MEDELLIN;MASCULINO;28;UDACITY
NARIÑO;PASTO;MASCULINO;44;DATACAMP
CAUCA;POPAYAN;MASCULINO;27;PLATZI
CAUCA;POPAYAN;MASCULINO;27;PLATZI
VALLE DEL CAUCA;PALMIRA;MASCULINO;35;PLATZI
BOGOTA;BOGOTA, D.C.;MASCULINO;23;DATACAMP
BOGOTA;BOGOTA, D.C.;MASCULINO;23;DATACAMP
BOGOTA;BOGOTA, D.C.;MASCULINO;23;DATACAMP
BOGOTA;BOGOTA, D.C.;MASCULINO;23;DATACAMP
BOGOTA;BOGOTA, D.C.;MASCULINO;23;DATACAMP
BOGOTA;BOGOTA, D.C.;MASCULINO;23;DATACAMP
BOGOTA;BOGOTA, D.C.;MASCULINO;23;DATACAMP
BOGOTA;BOGOTA, D.C.;MASCULINO;23;DATACAMP
BOGOTA;BOGOTA, D.C.;MASCULINO;61;MICROSOFT AZURE
BOLIVAR;CARTAGENA;MASCULINO;48;DATACAMP
ANTIOQUIA;RIONEGRO;MASCULINO;56;MICROSOFT AZURE
ANTIOQUIA;MARINILLA;MASCULINO;47;DATACAMP
ANTIOQUIA;SABANETA;FEMENINO;35;COURSERA
SANTANDER;FLORIDABLANCA;MASCULINO;25;PLATZI
BOGOTA;BOGOTA, D.C.;FEMENINO;37;PLATZI
BOGOTA;BOGOTA, D.C.;FEMENINO;37;PLATZI
BOGOTA;BOGOTA, D.C.;FEMENINO;37;PLATZI
BOGOTA;BOGOTA, D.C.;FEMENINO;37;PLATZI
BOGOTA;BOGOTA, D.C.;FEMENINO;37;PLATZI
BOGOTA;BOGOTA, D.C.;FEMENINO;45;DATACAMP
ANTIOQUIA;MEDELLIN;FEMENINO;29;DATACAMP
ANTIOQUIA;MEDELLIN;FEMENINO;29;DATACAMP
CUNDINAMARCA;MOSQUERA;MASCULINO;40;PLATZI
CAQUETA;ALBANIA;FEMENINO;36;COURSERA
BOGOTA;BOGOTA, D.C.;MASCULINO;53;PLATZI
BOYACA;SOGAMOSO;MASCULINO;32;COURSERA
BOYACA;SOGAMOSO;MASCULINO;32;COURSERA
SANTANDER;BUCARAMANGA;MASCULINO;21;PLATZI
SANTANDER;BUCARAMANGA;MASCULINO;21;PLATZI
ANTIOQUIA;ENVIGADO;FEMENINO;37;DATACAMP
ANTIOQUIA;MEDELLIN;MASCULINO;19;PLATZI
ANTIOQUIA;GUARNE;MASCULINO;22;MICROSOFT AZURE
ANTIOQUIA;MEDELLIN;MASCULINO;19;COURSERA
ANTIOQUIA;MEDELLIN;MASCULINO;19;COURSERA
ANTIOQUIA;MEDELLIN;MASCULINO;19;COURSERA
NARIÑO;PASTO;MASCULINO;24;PLATZI
BOGOTA;BOGOTA, D.C.;FEMENINO;22;PLATZI
BOLIVAR;CARTAGENA;MASCULINO;41;EDX
ANTIOQUIA;MEDELLIN;FEMENINO;25;COURSERA
ANTIOQUIA;MEDELLIN;FEMENINO;25;COURSERA
ANTIOQUIA;MEDELLIN;FEMENINO;25;COURSERA
ANTIOQUIA;MEDELLIN;FEMENINO;25;COURSERA
TOLIMA;IBAGUE;MASCULINO;32;PLATZI
TOLIMA;IBAGUE;MASCULINO;32;PLATZI
VICHADA;LA PRIMAVERA;MASCULINO;27;EDX
VALLE DEL CAUCA;GUADALAJARA DE BUGA;MASCULINO;35;PLATZI
VALLE DEL CAUCA;CALI;MASCULINO;29;PLATZI
VALLE DEL CAUCA;CALI;MASCULINO;29;PLATZI
META;VILLAVICENCIO;MASCULINO;38;COURSERA
CORDOBA;MONTERIA;MASCULINO;39;PLATZI
HUILA;PITALITO;MASCULINO;35;DATACAMP
BOYACA;TUNJA;MASCULINO;54;DATACAMP
ANTIOQUIA;LA ESTRELLA;MASCULINO;32;DATACAMP
ANTIOQUIA;ENVIGADO;FEMENINO;35;COURSERA
HUILA;ALGECIRAS;MASCULINO;26;PLATZI
SUCRE;SINCELEJO;MASCULINO;34;PLATZI
ATLANTICO;SOLEDAD;MASCULINO;22;DATACAMP
ANTIOQUIA;BELLO;MASCULINO;16;PLATZI
SANTANDER;CAPITANEJO;FEMENINO;52;MICROSOFT AZURE
NORTE DE SANTANDER;PAMPLONA;MASCULINO;24;PLATZI
BOLIVAR;CARTAGENA;MASCULINO;29;COURSERA
TOLIMA;IBAGUE;MASCULINO;35;PLATZI
TOLIMA;IBAGUE;MASCULINO;35;PLATZI
ANTIOQUIA;MEDELLIN;MASCULINO;36;UDACITY
ANTIOQUIA;MEDELLIN;FEMENINO;30;PLATZI
ANTIOQUIA;MEDELLIN;FEMENINO;30;PLATZI
ANTIOQUIA;MEDELLIN;FEMENINO;30;PLATZI
ANTIOQUIA;MEDELLIN;MASCULINO;18;PLATZI
ANTIOQUIA;MEDELLIN;MASCULINO;18;PLATZI
ANTIOQUIA;MEDELLIN;MASCULINO;18;PLATZI
ANTIOQUIA;MEDELLIN;MASCULINO;18;PLATZI
ANTIOQUIA;CALDAS;MASCULINO;33;EDX
ANTIOQUIA;ITAGUI;MASCULINO;30;MICROSOFT AZURE
BOGOTA;BOGOTA, D.C.;FEMENINO;23;MICROSOFT AZURE
VALLE DEL CAUCA;PALMIRA;MASCULINO;56;EDX
CAUCA;POPAYAN;MASCULINO;30;DATACAMP
NORTE DE SANTANDER;CUCUTA;MASCULINO;29;PLATZI
META;VILLAVICENCIO;MASCULINO;36;DATACAMP
ANTIOQUIA;CALDAS;FEMENINO;30;DATACAMP
VALLE DEL CAUCA;CALI;FEMENINO;39;DATACAMP
ANTIOQUIA;MARINILLA;FEMENINO;24;DATACAMP
VALLE DEL CAUCA;CALI;MASCULINO;28;DATACAMP
VALLE DEL CAUCA;CALI;MASCULINO;28;DATACAMP
VALLE DEL CAUCA;CALI;MASCULINO;28;DATACAMP
CUNDINAMARCA;SOACHA;MASCULINO;23;COURSERA
BOGOTA;BOGOTA, D.C.;MASCULINO;46;MICROSOFT AZURE
META;VILLAVICENCIO;FEMENINO;30;UDACITY
BOGOTA;BOGOTA, D.C.;MASCULINO;40;DATACAMP
BOGOTA;BOGOTA, D.C.;MASCULINO;40;DATACAMP
BOGOTA;BOGOTA, D.C.;MASCULINO;40;DATACAMP
BOGOTA;BOGOTA, D.C.;MASCULINO;40;DATACAMP
BOGOTA;BOGOTA, D.C.;MASCULINO;40;DATACAMP
BOGOTA;BOGOTA, D.C.;MASCULINO;40;DATACAMP
BOGOTA;BOGOTA, D.C.;MASCULINO;40;DATACAMP
BOGOTA;BOGOTA, D.C.;MASCULINO;40;DATACAMP
ANTIOQUIA;ARMENIA;MASCULINO;31;PLATZI
ANTIOQUIA;ARMENIA;MASCULINO;31;PLATZI
ANTIOQUIA;SABANETA;MASCULINO;32;PLATZI
ANTIOQUIA;SABANETA;MASCULINO;32;PLATZI
VALLE DEL CAUCA;CALI;FEMENINO;41;DATACAMP
VALLE DEL CAUCA;CALI;FEMENINO;27;PLATZI
ANTIOQUIA;ENVIGADO;MASCULINO;41;COURSERA
CAUCA;POPAYAN;MASCULINO;41;COURSERA
BOGOTA;BOGOTA, D.C.;MASCULINO;31;DATACAMP
BOGOTA;BOGOTA, D.C.;MASCULINO;31;DATACAMP
BOGOTA;BOGOTA, D.C.;MASCULINO;31;DATACAMP
BOGOTA;BOGOTA, D.C.;MASCULINO;31;DATACAMP
BOGOTA;BOGOTA, D.C.;MASCULINO;31;DATACAMP
BOGOTA;BOGOTA, D.C.;MASCULINO;31;DATACAMP
BOGOTA;BOGOTA, D.C.;MASCULINO;31;DATACAMP
BOGOTA;BOGOTA, D.C.;MASCULINO;31;DATACAMP
BOGOTA;BOGOTA, D.C.;MASCULINO;31;DATACAMP
BOGOTA;BOGOTA, D.C.;MASCULINO;31;DATACAMP
BOGOTA;BOGOTA, D.C.;MASCULINO;31;DATACAMP
BOGOTA;BOGOTA, D.C.;MASCULINO;31;DATACAMP
BOGOTA;BOGOTA, D.C.;MASCULINO;31;DATACAMP
BOGOTA;BOGOTA, D.C.;MASCULINO;31;DATACAMP
BOGOTA;BOGOTA, D.C.;MASCULINO;31;DATACAMP
VALLE DEL CAUCA;OBANDO;FEMENINO;34;DATACAMP
BOGOTA;BOGOTA, D.C.;MASCULINO;56;DATACAMP
BOGOTA;BOGOTA, D.C.;MASCULINO;56;DATACAMP
QUINDIO;CALARCA;MASCULINO;27;PLATZI
QUINDIO;CALARCA;MASCULINO;27;PLATZI
BOGOTA;BOGOTA, D.C.;FEMENINO;19;PLATZI
BOGOTA;BOGOTA, D.C.;FEMENINO;19;PLATZI
ANTIOQUIA;MEDELLIN;FEMENINO;44;DATACAMP
ANTIOQUIA;MEDELLIN;MASCULINO;17;PLATZI
ANTIOQUIA;ITAGUI;MASCULINO;26;DATACAMP
ANTIOQUIA;ENVIGADO;MASCULINO;25;EDX
ANTIOQUIA;ENVIGADO;MASCULINO;25;EDX
ANTIOQUIA;COPACABANA;MASCULINO;34;PLATZI
CUNDINAMARCA;CHIA;MASCULINO;26;COURSERA
RISARALDA;DOSQUEBRADAS;MASCULINO;20;PLATZI
ATLANTICO;BARRANQUILLA;MASCULINO;21;COURSERA
BOGOTA;BOGOTA, D.C.;MASCULINO;27;COURSERA
BOGOTA;BOGOTA, D.C.;MASCULINO;27;COURSERA
BOGOTA;BOGOTA, D.C.;MASCULINO;27;COURSERA
BOGOTA;BOGOTA, D.C.;MASCULINO;27;COURSERA
BOGOTA;BOGOTA, D.C.;MASCULINO;27;COURSERA
BOGOTA;BOGOTA, D.C.;MASCULINO;27;COURSERA
BOGOTA;BOGOTA, D.C.;MASCULINO;27;COURSERA
BOGOTA;BOGOTA, D.C.;MASCULINO;27;COURSERA
BOGOTA;BOGOTA, D.C.;MASCULINO;27;COURSERA
BOGOTA;BOGOTA, D.C.;MASCULINO;27;COURSERA
BOGOTA;BOGOTA, D.C.;MASCULINO;27;COURSERA
BOGOTA;BOGOTA, D.C.;MASCULINO;27;COURSERA
BOGOTA;BOGOTA, D.C.;MASCULINO;27;COURSERA
BOGOTA;BOGOTA, D.C.;MASCULINO;27;COURSERA
BOGOTA;BOGOTA, D.C.;MASCULINO;27;COURSERA
BOGOTA;BOGOTA, D.C.;MASCULINO;27;COURSERA
HUILA;NEIVA;MASCULINO;39;PLATZI
ANTIOQUIA;MEDELLIN;FEMENINO;23;DATACAMP
ANTIOQUIA;MEDELLIN;FEMENINO;23;DATACAMP
VALLE DEL CAUCA;CALI;MASCULINO;32;PLATZI
BOGOTA;BOGOTA, D.C.;FEMENINO;25;DATACAMP
BOGOTA;BOGOTA, D.C.;FEMENINO;25;DATACAMP
BOGOTA;BOGOTA, D.C.;FEMENINO;25;DATACAMP
BOGOTA;BOGOTA, D.C.;FEMENINO;25;DATACAMP
RISARALDA;DOSQUEBRADAS;MASCULINO;40;COURSERA
CUNDINAMARCA;SOACHA;MASCULINO;27;PLATZI
CUNDINAMARCA;SOACHA;MASCULINO;27;PLATZI
CAUCA;POPAYAN;MASCULINO;43;DATACAMP
CAUCA;POPAYAN;MASCULINO;43;DATACAMP
ATLANTICO;SOLEDAD;MASCULINO;28;DATACAMP
ATLANTICO;SOLEDAD;MASCULINO;28;DATACAMP
BOLIVAR;ARJONA;MASCULINO;20;PLATZI
BOGOTA;BOGOTA, D.C.;FEMENINO;41;PLATZI
BOGOTA;BOGOTA, D.C.;FEMENINO;41;PLATZI
BOGOTA;BOGOTA, D.C.;FEMENINO;41;PLATZI
BOGOTA;BOGOTA, D.C.;FEMENINO;41;PLATZI
ANTIOQUIA;SANTA ROSA DE OSOS;MASCULINO;21;COURSERA
BOLIVAR;ARJONA;MASCULINO;25;DATACAMP
ANTIOQUIA;MEDELLIN;FEMENINO;44;COURSERA
BOGOTA;BOGOTA, D.C.;FEMENINO;36;EDX
CALDAS;MANIZALES;MASCULINO;34;DATACAMP
ANTIOQUIA;MEDELLIN;MASCULINO;26;PLATZI
ANTIOQUIA;MEDELLIN;MASCULINO;26;PLATZI
ANTIOQUIA;MEDELLIN;MASCULINO;26;PLATZI
ANTIOQUIA;MEDELLIN;MASCULINO;26;PLATZI
ANTIOQUIA;MEDELLIN;MASCULINO;26;PLATZI
ANTIOQUIA;MEDELLIN;MASCULINO;26;PLATZI
ANTIOQUIA;MEDELLIN;MASCULINO;26;PLATZI
ANTIOQUIA;MEDELLIN;MASCULINO;26;PLATZI
ANTIOQUIA;MEDELLIN;MASCULINO;26;PLATZI
